student_id,cohort_year,faculty,department,academic_career,programme,saqa_id,nqf_level,min_credits,min_years_to_complete,qualification_source,school_quintile,first_gen_flag,home_language_eal_flag,geographic_origin,nbt_academic_literacy,nbt_quantitative_literacy,nbt_mathematics,nsc_mathematics_pct,nsc_physical_science_pct,nsc_english_pct,matric_aggregate_pct,aps_score,nsfas_eligible_initial
SYN101053,2021,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,5,0,0,urban,53.3,64.7,38.3,77.4,87.4,50.5,68.4,26,0
SYN101054,2023,Education,Department of Curriculum Studies,Undergraduate,BEd Foundation Phase,,7,480,4,HEQSF-standard,4,1,0,rural,83.1,81.4,79.6,60.0,48.5,50.9,47.6,20,1
SYN101055,2023,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,3,1,0,urban,70.8,60.1,52.1,63.7,65.8,67.3,61.4,28,0
SYN101056,2022,Humanities,Department of Sociology,Undergraduate,BA Social Sciences,,7,360,3,HEQSF-standard,1,1,0,rural,53.3,36.2,29.3,33.0,20.0,62.7,48.5,16,1
SYN101057,2021,Engineering,"Department of Electrical, Electronic and Computer Engineering",Undergraduate,BEng Electrical,,8,480,4,HEQSF-standard,3,0,0,urban,59.3,21.7,32.8,73.2,75.1,76.9,77.2,26,0
SYN101058,2022,Health Sciences,School of Health and Rehabilitation Sciences,Undergraduate,BSc Physiotherapy,,8,480,4,HEQSF-standard,5,0,0,rural,71.2,88.6,66.0,67.3,66.2,70.2,71.0,28,0
SYN101059,2022,Humanities,Department of Sociology,Undergraduate,BA Social Sciences,,7,360,3,HEQSF-standard,1,1,1,rural,64.7,43.3,17.7,55.8,48.1,52.0,48.8,20,1
SYN101060,2021,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,1,1,1,urban,57.3,39.9,16.0,35.9,52.1,44.2,45.4,24,1
SYN101061,2022,Law,Department of Private Law,Undergraduate,Bachelor of Laws,110204,8,480,4,SAQA-verified,4,1,0,urban,70.2,85.1,56.2,44.1,79.0,77.9,68.1,28,0
SYN101062,2021,Engineering,"Department of Electrical, Electronic and Computer Engineering",Undergraduate,BEng Electrical,,8,480,4,HEQSF-standard,1,1,1,urban,46.4,33.1,40.8,53.0,48.4,56.0,52.6,23,1
SYN101063,2021,Law,Department of Private Law,Undergraduate,Bachelor of Laws,110204,8,480,4,SAQA-verified,3,0,1,urban,42.6,55.3,57.2,55.5,55.9,65.0,65.9,26,0
SYN101064,2021,Health Sciences,School of Nursing,Undergraduate,BSc Nursing,,8,480,4,HEQSF-standard,3,1,0,urban,66.9,63.4,46.0,47.7,46.5,56.1,48.6,19,0
SYN101065,2023,Engineering,"Department of Electrical, Electronic and Computer Engineering",Undergraduate,BEng Electrical,,8,480,4,HEQSF-standard,5,0,0,urban,66.3,65.1,65.7,58.6,73.1,53.9,60.3,19,0
SYN101066,2022,Science,Department of Physics,Undergraduate,BSc Physics,,7,360,3,HEQSF-standard,1,0,1,rural,41.5,26.9,35.9,38.1,69.8,59.1,52.1,21,0
SYN101067,2022,Health Sciences,School of Health and Rehabilitation Sciences,Undergraduate,BSc Physiotherapy,,8,480,4,HEQSF-standard,5,1,0,rural,66.5,74.5,57.2,86.8,64.2,81.7,83.3,38,0
SYN101068,2021,Education,Department of Curriculum Studies,Undergraduate,BEd Foundation Phase,,7,480,4,HEQSF-standard,3,0,0,urban,52.5,27.1,44.7,20.0,38.6,90.7,47.9,16,0
SYN101069,2021,Education,Department of Curriculum Studies,Undergraduate,BEd Foundation Phase,,7,480,4,HEQSF-standard,3,1,0,urban,93.2,62.1,47.8,53.3,47.1,50.9,46.5,25,0
SYN101070,2022,Humanities,Department of Sociology,Undergraduate,BA Social Sciences,,7,360,3,HEQSF-standard,4,0,0,urban,57.2,69.7,46.3,71.7,54.2,59.8,66.0,30,0
SYN101071,2021,Law,Department of Private Law,Undergraduate,Bachelor of Laws,110204,8,480,4,SAQA-verified,1,0,1,rural,65.3,44.9,34.9,50.8,52.4,53.9,58.4,28,1
SYN101072,2022,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,4,1,0,urban,74.1,88.2,48.2,60.0,57.1,58.3,48.5,24,0
SYN101073,2023,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,5,0,0,urban,57.4,69.4,52.1,57.8,67.7,75.0,62.8,23,1
SYN101074,2021,Engineering,"Department of Electrical, Electronic and Computer Engineering",Undergraduate,BEng Electrical,,8,480,4,HEQSF-standard,4,0,0,urban,54.6,50.5,62.0,53.3,48.4,65.6,63.5,23,0
SYN101075,2023,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,5,0,0,rural,79.6,64.3,70.4,63.7,78.8,48.7,58.7,20,0
SYN101076,2022,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,5,0,0,urban,74.0,90.3,60.9,66.4,85.7,75.9,78.1,31,0
SYN101077,2023,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,5,0,0,urban,47.8,49.8,52.4,64.3,45.0,62.4,66.1,29,0
SYN101078,2021,Engineering,"Department of Electrical, Electronic and Computer Engineering",Undergraduate,BEng Electrical,,8,480,4,HEQSF-standard,5,0,0,urban,59.4,68.8,84.6,98.3,77.3,63.3,83.3,39,0
SYN101079,2021,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,4,0,0,urban,53.2,56.9,64.2,66.0,66.6,58.8,67.3,31,0
SYN101080,2022,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,5,1,0,urban,60.1,63.0,57.6,75.2,53.8,79.7,62.6,21,0
SYN101081,2023,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,5,0,0,rural,63.6,59.2,62.5,83.2,88.5,67.2,80.8,33,0
SYN101082,2021,Health Sciences,School of Health and Rehabilitation Sciences,Undergraduate,BSc Physiotherapy,,8,480,4,HEQSF-standard,2,1,0,rural,46.2,31.0,55.8,41.4,23.4,67.6,46.4,19,1
SYN101083,2021,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,4,1,0,urban,66.2,53.9,65.9,79.9,65.0,69.4,72.8,31,0
SYN101084,2023,Law,Department of Private Law,Undergraduate,Bachelor of Laws,110204,8,480,4,SAQA-verified,1,1,1,urban,42.5,28.3,28.0,31.1,56.7,52.6,50.9,20,1
SYN101085,2021,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,5,0,0,urban,90.9,77.4,57.6,89.8,59.9,56.9,66.9,26,0
SYN101086,2023,Humanities,Department of Language Studies,Undergraduate,BA Languages,,7,360,3,HEQSF-standard,4,0,0,rural,52.3,59.3,72.2,69.5,68.6,61.1,64.8,30,0
SYN101087,2022,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,4,0,0,rural,48.9,54.3,75.8,45.8,81.7,57.5,72.2,28,1
SYN101088,2023,Education,Department of Curriculum Studies,Undergraduate,BEd Foundation Phase,,7,480,4,HEQSF-standard,5,0,0,urban,55.2,75.9,48.0,45.6,68.8,68.1,61.1,28,0
SYN101089,2021,Education,Department of Curriculum Studies,Undergraduate,BEd Foundation Phase,,7,480,4,HEQSF-standard,2,0,0,urban,37.5,29.8,36.8,85.7,51.8,49.9,59.0,21,1
SYN101090,2021,Health Sciences,School of Nursing,Undergraduate,BSc Nursing,,8,480,4,HEQSF-standard,3,1,0,rural,51.5,35.8,63.7,51.8,71.2,61.6,60.1,22,0
SYN101091,2021,Health Sciences,School of Health and Rehabilitation Sciences,Undergraduate,BSc Physiotherapy,,8,480,4,HEQSF-standard,5,0,0,urban,74.3,77.7,71.2,97.4,70.9,73.8,80.5,31,0
SYN101092,2022,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,5,1,0,urban,61.5,72.0,58.2,47.3,96.0,55.9,61.4,25,0
SYN101093,2022,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,1,1,1,urban,76.9,45.0,26.8,44.2,48.4,56.7,52.0,22,0
SYN101094,2021,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,5,0,0,rural,68.4,83.4,36.5,56.2,84.7,87.4,87.5,37,0
SYN101095,2021,Engineering,"Department of Electrical, Electronic and Computer Engineering",Undergraduate,BEng Electrical,,8,480,4,HEQSF-standard,5,0,0,urban,77.3,53.8,57.7,58.6,46.0,45.6,47.9,19,0
SYN101096,2023,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,2,1,0,urban,52.3,46.5,32.7,45.0,42.5,53.9,50.4,22,1
SYN101097,2023,Health Sciences,School of Nursing,Undergraduate,BSc Nursing,,8,480,4,HEQSF-standard,2,1,0,urban,67.4,40.0,21.6,77.9,31.5,62.6,52.9,26,1
SYN101098,2023,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,3,0,0,urban,62.8,52.9,46.2,31.5,62.2,43.4,33.1,15,1
SYN101099,2021,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,4,0,0,urban,71.1,80.3,64.0,78.9,78.2,50.5,71.4,33,0
SYN101100,2021,Education,Department of Curriculum Studies,Undergraduate,BEd Foundation Phase,,7,480,4,HEQSF-standard,5,0,1,rural,73.6,81.2,48.8,51.4,73.4,55.8,57.2,18,0
SYN101101,2023,Humanities,Department of Sociology,Undergraduate,BA Social Sciences,,7,360,3,HEQSF-standard,4,0,0,urban,55.8,47.5,51.6,69.2,90.1,45.5,65.8,25,0
SYN101102,2023,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,5,0,0,rural,86.2,73.2,65.3,58.5,66.1,72.2,67.9,28,0
SYN101103,2022,Health Sciences,School of Health and Rehabilitation Sciences,Undergraduate,BSc Physiotherapy,,8,480,4,HEQSF-standard,3,0,0,urban,79.7,62.1,46.5,38.5,79.0,69.2,71.2,36,0
SYN101104,2022,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,5,0,0,urban,69.9,69.3,74.3,71.4,75.6,63.9,76.2,34,0
SYN101105,2022,Humanities,Department of Sociology,Undergraduate,BA Social Sciences,,7,360,3,HEQSF-standard,1,1,1,urban,33.4,60.7,30.3,66.5,48.9,39.7,49.2,24,1
SYN101106,2022,Commerce,School of Management,Undergraduate,Higher Certificate in Management Development,96676,5,120,1,SAQA-verified,5,0,0,urban,73.4,74.8,56.1,66.9,68.1,52.8,58.6,28,0
SYN101107,2022,Health Sciences,School of Health and Rehabilitation Sciences,Undergraduate,BSc Physiotherapy,,8,480,4,HEQSF-standard,3,0,0,urban,48.4,52.4,38.5,58.1,58.5,62.8,59.2,23,1
SYN101108,2023,Education,Department of Curriculum Studies,Undergraduate,BEd Foundation Phase,,7,480,4,HEQSF-standard,2,1,1,urban,73.0,58.8,43.7,52.5,47.6,31.3,47.4,21,1
SYN101109,2021,Health Sciences,School of Health and Rehabilitation Sciences,Undergraduate,BSc Physiotherapy,,8,480,4,HEQSF-standard,5,0,1,urban,69.4,55.9,49.0,72.4,58.2,48.2,72.3,30,0
SYN101110,2021,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,2,1,1,urban,52.3,55.1,59.0,72.6,72.5,54.0,66.4,20,1
SYN101111,2022,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,3,1,0,rural,53.4,48.4,33.2,68.0,60.6,67.3,63.2,26,0
SYN101112,2022,Health Sciences,School of Health and Rehabilitation Sciences,Undergraduate,BSc Physiotherapy,,8,480,4,HEQSF-standard,3,0,0,urban,49.3,59.6,33.6,49.1,60.4,57.5,55.6,24,1
SYN101113,2022,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,4,0,0,urban,74.2,65.3,63.3,57.3,43.4,45.6,40.4,22,1
SYN101114,2021,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,2,1,1,rural,66.1,44.4,14.6,32.3,73.7,53.1,52.7,23,1
SYN101115,2022,Health Sciences,School of Nursing,Undergraduate,BSc Nursing,,8,480,4,HEQSF-standard,3,0,0,urban,56.9,64.0,55.9,58.5,70.4,57.6,62.4,25,0
SYN101116,2022,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,4,0,0,rural,94.7,72.1,80.5,53.9,77.6,63.0,66.7,34,1
SYN101117,2022,Health Sciences,School of Health and Rehabilitation Sciences,Undergraduate,BSc Physiotherapy,,8,480,4,HEQSF-standard,2,0,0,rural,37.7,56.8,34.0,65.2,51.3,50.9,53.8,20,1
SYN101118,2022,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,4,1,1,urban,69.8,31.8,38.3,56.5,49.1,43.5,54.0,23,0
SYN101119,2021,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,3,0,1,rural,52.4,56.4,67.1,77.7,77.2,63.4,73.0,29,1
SYN101120,2021,Humanities,Department of Sociology,Undergraduate,BA Social Sciences,,7,360,3,HEQSF-standard,5,0,0,urban,80.8,60.0,72.8,79.9,84.9,59.5,79.8,28,0
SYN101121,2023,Humanities,Department of Sociology,Undergraduate,BA Social Sciences,,7,360,3,HEQSF-standard,3,0,1,urban,56.9,65.0,50.5,75.0,59.1,48.8,61.2,31,1
SYN101122,2023,Engineering,"Department of Electrical, Electronic and Computer Engineering",Undergraduate,BEng Electrical,,8,480,4,HEQSF-standard,3,0,1,urban,71.2,24.4,55.9,55.4,48.0,57.7,45.9,15,1
SYN101123,2021,Humanities,Department of Language Studies,Undergraduate,BA Languages,,7,360,3,HEQSF-standard,4,0,0,urban,81.4,75.5,35.9,60.2,53.3,46.0,45.9,17,0
SYN101124,2023,Health Sciences,School of Health and Rehabilitation Sciences,Undergraduate,BSc Physiotherapy,,8,480,4,HEQSF-standard,5,0,1,urban,69.2,60.5,91.1,29.7,35.0,70.0,43.6,15,0
SYN101125,2021,Humanities,Department of Sociology,Undergraduate,BA Social Sciences,,7,360,3,HEQSF-standard,2,1,1,urban,61.2,26.9,23.2,30.5,72.1,62.3,55.4,24,1
SYN101126,2021,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,4,0,0,urban,69.2,59.1,69.7,66.0,46.4,66.6,61.4,27,0
SYN101127,2022,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,1,1,1,urban,70.4,41.1,46.5,20.8,41.4,44.4,47.9,18,1
SYN101128,2023,Engineering,"Department of Electrical, Electronic and Computer Engineering",Undergraduate,BEng Electrical,,8,480,4,HEQSF-standard,3,1,0,urban,55.2,69.3,58.8,77.5,40.2,75.4,64.1,32,0
SYN101129,2023,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,5,0,1,urban,90.5,59.4,86.2,60.1,50.2,81.2,63.5,26,0
SYN101130,2021,Engineering,"Department of Electrical, Electronic and Computer Engineering",Undergraduate,BEng Electrical,,8,480,4,HEQSF-standard,4,0,0,rural,84.3,56.7,45.9,100.0,53.6,60.4,69.5,28,1
SYN101131,2023,Humanities,Department of Language Studies,Undergraduate,BA Languages,,7,360,3,HEQSF-standard,3,0,0,rural,66.5,70.5,33.3,98.0,47.8,55.8,61.1,22,1
SYN101132,2023,Education,Department of Curriculum Studies,Undergraduate,BEd Foundation Phase,,7,480,4,HEQSF-standard,3,0,0,urban,80.3,51.7,57.9,68.0,55.7,46.8,52.9,26,1
SYN101133,2023,Humanities,Department of Sociology,Undergraduate,BA Social Sciences,,7,360,3,HEQSF-standard,4,1,0,urban,90.7,65.0,39.4,64.4,76.8,32.1,58.7,24,0
SYN101134,2023,Health Sciences,School of Nursing,Undergraduate,BSc Nursing,,8,480,4,HEQSF-standard,3,1,0,urban,53.7,67.0,53.5,56.9,39.4,55.5,54.3,24,1
SYN101135,2022,Health Sciences,School of Nursing,Undergraduate,BSc Nursing,,8,480,4,HEQSF-standard,3,1,1,urban,71.8,54.5,64.8,33.9,51.1,36.7,38.4,15,1
SYN101136,2022,Humanities,Department of Language Studies,Undergraduate,BA Languages,,7,360,3,HEQSF-standard,2,1,1,rural,79.2,54.9,38.1,50.5,51.0,81.6,67.2,29,1
SYN101137,2022,Commerce,School of Management,Undergraduate,Higher Certificate in Management Development,96676,5,120,1,SAQA-verified,5,0,0,urban,71.3,80.0,87.3,75.3,70.7,100.0,83.1,32,0
SYN101138,2021,Health Sciences,School of Nursing,Undergraduate,BSc Nursing,,8,480,4,HEQSF-standard,5,0,0,urban,83.9,56.7,40.6,44.8,74.3,68.5,59.1,21,0
SYN101139,2023,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,4,0,0,urban,62.1,65.6,88.0,66.0,59.6,73.1,69.7,28,0
SYN101140,2021,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,3,1,0,urban,71.4,57.3,64.7,54.6,50.4,68.8,59.7,23,0
SYN101141,2021,Health Sciences,School of Nursing,Undergraduate,BSc Nursing,,8,480,4,HEQSF-standard,1,1,1,urban,33.9,48.6,47.2,20.0,50.1,62.9,47.3,22,1
SYN101142,2023,Humanities,Department of Language Studies,Undergraduate,BA Languages,,7,360,3,HEQSF-standard,3,0,0,urban,71.6,34.0,37.0,60.0,66.6,80.1,67.7,26,0
SYN101143,2022,Education,Department of Curriculum Studies,Undergraduate,BEd Foundation Phase,,7,480,4,HEQSF-standard,5,0,0,urban,71.0,76.5,55.0,62.3,54.2,60.0,59.1,22,0
SYN101144,2022,Health Sciences,School of Health and Rehabilitation Sciences,Undergraduate,BSc Physiotherapy,,8,480,4,HEQSF-standard,4,0,0,rural,79.7,43.3,88.9,61.3,67.1,53.7,66.4,28,0
SYN101145,2021,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,4,0,1,urban,58.0,50.1,49.4,69.9,71.1,72.3,71.1,31,0
SYN101146,2021,Health Sciences,School of Health and Rehabilitation Sciences,Undergraduate,BSc Physiotherapy,,8,480,4,HEQSF-standard,1,0,0,urban,39.4,33.3,60.6,23.4,44.1,40.6,32.3,15,0
SYN101147,2021,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,4,0,0,rural,63.6,67.4,69.4,90.6,77.6,73.5,93.7,40,0
SYN101148,2023,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,5,1,0,urban,82.4,82.3,48.1,100.0,67.4,68.3,70.5,28,0
SYN101149,2021,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,1,1,0,rural,69.9,58.5,35.5,74.0,26.9,42.9,57.3,26,1
SYN101150,2023,Science,Department of Physics,Undergraduate,BSc Physics,,7,360,3,HEQSF-standard,3,1,1,rural,65.2,47.6,35.2,78.3,90.7,83.3,87.3,36,1
SYN101151,2023,Commerce,School of Management,Undergraduate,Higher Certificate in Management Development,96676,5,120,1,SAQA-verified,5,1,0,urban,80.6,54.9,59.0,76.5,89.3,49.9,65.0,24,0
SYN101152,2022,Education,Department of Curriculum Studies,Undergraduate,BEd Foundation Phase,,7,480,4,HEQSF-standard,5,0,0,urban,78.6,93.0,49.3,94.6,70.8,65.6,79.0,34,0
SYN101153,2023,Health Sciences,School of Health and Rehabilitation Sciences,Undergraduate,BSc Physiotherapy,,8,480,4,HEQSF-standard,2,0,1,rural,58.8,89.5,6.1,57.2,55.8,54.6,54.9,23,0
SYN101154,2021,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,5,1,1,urban,66.7,57.3,76.6,78.7,71.7,53.1,64.1,32,0
SYN101155,2023,Humanities,Department of Sociology,Undergraduate,BA Social Sciences,,7,360,3,HEQSF-standard,4,0,0,urban,58.0,53.1,62.4,63.6,43.0,62.4,50.6,23,0
SYN101156,2021,Law,Department of Private Law,Undergraduate,Bachelor of Laws,110204,8,480,4,SAQA-verified,5,0,1,urban,57.4,63.8,53.6,55.8,61.0,76.2,69.9,32,1
SYN101157,2021,Health Sciences,School of Health and Rehabilitation Sciences,Undergraduate,BSc Physiotherapy,,8,480,4,HEQSF-standard,4,0,0,urban,64.6,64.6,49.5,87.1,67.9,59.7,78.5,38,0
SYN101158,2022,Humanities,Department of Language Studies,Undergraduate,BA Languages,,7,360,3,HEQSF-standard,4,0,0,urban,62.6,64.5,26.5,42.3,52.4,62.1,49.8,20,0
SYN101159,2021,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,5,0,1,urban,76.0,76.2,53.1,41.8,85.3,70.0,60.9,26,0
SYN101160,2023,Commerce,School of Management,Undergraduate,Higher Certificate in Management Development,96676,5,120,1,SAQA-verified,5,0,0,urban,75.1,89.3,66.3,52.0,44.8,85.1,63.2,28,0
SYN101161,2023,Humanities,Department of Language Studies,Undergraduate,BA Languages,,7,360,3,HEQSF-standard,1,0,0,rural,45.3,10.0,32.2,34.6,43.6,54.6,53.1,23,1
SYN101162,2022,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,5,0,1,urban,96.1,89.0,65.9,44.4,84.4,57.1,64.6,23,0
SYN101163,2023,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,4,0,1,urban,80.1,54.9,73.4,46.1,56.0,59.6,56.4,25,1
SYN101164,2023,Health Sciences,School of Health and Rehabilitation Sciences,Undergraduate,BSc Physiotherapy,,8,480,4,HEQSF-standard,3,1,0,urban,67.9,64.5,71.9,69.6,57.6,65.2,60.5,24,0
SYN101165,2023,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,3,0,0,urban,73.9,42.0,5.0,64.3,41.8,67.5,62.6,30,1
SYN101166,2021,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,5,1,0,urban,100.0,67.6,81.0,58.2,80.4,36.1,56.2,23,0
SYN101167,2021,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,5,0,1,urban,79.5,60.3,43.5,96.3,76.8,65.1,71.3,27,0
SYN101168,2022,Health Sciences,School of Nursing,Undergraduate,BSc Nursing,,8,480,4,HEQSF-standard,1,0,1,urban,69.2,46.2,30.4,64.8,52.7,70.5,63.1,27,1
SYN101169,2023,Law,Department of Private Law,Undergraduate,Bachelor of Laws,110204,8,480,4,SAQA-verified,3,1,0,urban,37.2,57.9,55.6,56.2,32.1,63.7,52.0,19,0
SYN101170,2021,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,5,0,0,urban,72.6,79.1,45.0,68.0,86.4,50.1,74.0,36,0
SYN101171,2023,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,3,1,0,urban,67.6,65.4,36.8,53.7,71.6,59.3,53.9,26,1
SYN101172,2022,Engineering,"Department of Electrical, Electronic and Computer Engineering",Undergraduate,BEng Electrical,,8,480,4,HEQSF-standard,4,0,1,urban,37.9,82.2,60.0,81.2,75.4,69.9,73.9,32,0
SYN101173,2021,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,5,0,0,urban,61.2,95.3,82.7,92.4,79.2,54.3,67.0,33,0
SYN101174,2022,Humanities,Department of Language Studies,Undergraduate,BA Languages,,7,360,3,HEQSF-standard,1,1,0,urban,51.4,63.3,58.3,51.5,37.4,70.3,42.9,19,1
SYN101175,2023,Education,Department of Curriculum Studies,Undergraduate,BEd Foundation Phase,,7,480,4,HEQSF-standard,5,1,0,urban,58.0,78.9,32.9,71.6,65.7,58.9,67.3,28,0
SYN101176,2021,Science,Department of Physics,Undergraduate,BSc Physics,,7,360,3,HEQSF-standard,3,1,1,urban,59.9,70.6,51.4,64.0,33.6,71.3,53.4,19,0
SYN101177,2022,Law,Department of Private Law,Undergraduate,Bachelor of Laws,110204,8,480,4,SAQA-verified,2,0,1,urban,66.8,65.0,42.7,86.7,48.3,40.6,49.9,16,1
SYN101178,2023,Health Sciences,School of Nursing,Undergraduate,BSc Nursing,,8,480,4,HEQSF-standard,4,1,1,urban,59.6,80.8,33.3,67.3,57.6,72.1,65.6,28,1
SYN101179,2022,Humanities,Department of Language Studies,Undergraduate,BA Languages,,7,360,3,HEQSF-standard,3,1,0,rural,60.3,62.9,41.2,60.3,56.1,63.9,61.9,27,1
SYN101180,2023,Education,Department of Curriculum Studies,Undergraduate,BEd Foundation Phase,,7,480,4,HEQSF-standard,4,0,0,urban,78.0,50.7,77.3,51.2,67.8,59.5,61.8,25,0
SYN101181,2022,Law,Department of Private Law,Undergraduate,Bachelor of Laws,110204,8,480,4,SAQA-verified,4,0,0,urban,55.8,71.3,64.6,72.4,90.2,52.8,74.8,35,0
SYN101182,2021,Commerce,School of Management,Undergraduate,Higher Certificate in Management Development,96676,5,120,1,SAQA-verified,1,0,1,urban,68.5,50.5,66.1,59.7,42.1,45.0,50.1,21,1
SYN101183,2023,Health Sciences,School of Health and Rehabilitation Sciences,Undergraduate,BSc Physiotherapy,,8,480,4,HEQSF-standard,2,0,0,rural,48.1,52.0,24.6,83.0,25.1,40.0,46.2,23,0
SYN101184,2022,Law,Department of Private Law,Undergraduate,Bachelor of Laws,110204,8,480,4,SAQA-verified,4,0,1,urban,57.3,67.4,67.4,64.3,76.6,60.3,67.7,30,0
SYN101185,2021,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,4,0,1,urban,78.6,71.7,67.1,38.5,20.6,78.0,47.9,20,1
SYN101186,2023,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,5,0,0,urban,78.6,82.2,80.5,77.8,62.5,58.6,62.2,26,0
SYN101187,2021,Engineering,"Department of Electrical, Electronic and Computer Engineering",Undergraduate,BEng Electrical,,8,480,4,HEQSF-standard,4,0,1,urban,66.5,55.9,42.3,62.5,51.8,61.1,68.2,29,1
SYN101188,2023,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,4,0,0,urban,56.6,22.3,44.5,100.0,70.0,82.4,82.4,28,0
SYN101189,2023,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,4,0,0,urban,41.7,74.0,48.8,67.4,63.6,58.3,58.7,23,1
SYN101190,2021,Humanities,Department of Sociology,Undergraduate,BA Social Sciences,,7,360,3,HEQSF-standard,5,1,0,urban,72.6,61.5,40.6,80.9,84.0,57.3,70.2,33,0
SYN101191,2021,Humanities,Department of Language Studies,Undergraduate,BA Languages,,7,360,3,HEQSF-standard,3,0,1,urban,66.8,49.6,66.9,72.2,73.4,62.2,67.0,28,1
SYN101192,2021,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,5,1,0,rural,69.4,88.4,55.0,61.9,61.3,49.6,59.2,23,0
