enrollment_id,student_id,academic_year,year_of_study,faculty,module_code,module_session_type,early_wave_attendance_pct,early_wave_lms_logins,early_wave_submission_rate,mid_wave_attendance_pct,mid_wave_lms_logins,mid_wave_submission_rate,mid_wave_formative_avg,engagement_consistency_score,prerequisite_grade,final_mark,module_outcome,module_failure_label
02e72f7e,SYN100812,2024,3,Commerce,COM303,semester1,54.1,5,0.39,34.4,5,0.31,42.4,0.88,,23.2,Fail,1
94e4c371,SYN100812,2024,3,Commerce,COM304,semester1,64.5,5,0.71,56.8,3,0.65,58.6,0.91,55.5,84.2,Pass,0
4cf3cff1,SYN100813,2021,1,Humanities,HUM101,semester2,33.1,2,0.52,20.9,0,0.42,33.9,0.86,,46.5,Pass,0
c6f6847f,SYN100813,2021,1,Humanities,HUM102,semester2,6.9,1,0.03,0.0,0,0.0,35.4,0.9,,23.1,Fail,1
4efe91ee,SYN100813,2021,1,Humanities,HUM103,semester2,29.3,2,0.22,20.0,4,0.1,39.1,0.83,,45.5,Pass,0
435a576e,SYN100813,2021,1,Humanities,HUM104,semester2,34.2,4,0.34,20.0,5,0.24,37.3,0.86,,31.9,Fail,1
8c5894b3,SYN100813,2021,1,Humanities,HUM105,semester1,49.7,1,0.41,40.3,2,0.37,29.9,0.94,,29.4,Fail,1
ec28faa8,SYN100813,2022,2,Humanities,HUM201,semester2,53.1,5,0.5,30.5,4,0.39,70.0,0.84,,49.7,Fail,1
04f9c0ee,SYN100813,2022,2,Humanities,HUM202,semester1,65.4,5,0.68,61.4,3,0.56,57.7,0.83,62.0,34.1,Fail,1
491ee481,SYN100813,2022,2,Humanities,HUM203,year,50.1,3,0.59,39.6,6,0.56,59.9,0.96,42.6,59.5,Pass,0
4fa4d5fa,SYN100813,2022,2,Humanities,HUM204,semester2,79.8,6,0.69,60.8,4,0.6,63.4,0.88,62.1,48.2,Fail,1
4e892810,SYN100813,2022,2,Humanities,HUM205,year,56.3,0,0.51,44.5,0,0.4,60.2,0.85,50.1,81.0,Pass,0
27795fe9,SYN100814,2021,1,Law,LAW101,year,72.1,3,0.57,47.2,0,0.41,50.9,0.76,,65.2,Pass,0
c9180112,SYN100814,2021,1,Law,LAW102,semester2,39.6,2,0.41,22.5,0,0.28,45.1,0.83,,34.6,Fail,1
2cab9630,SYN100814,2021,1,Law,LAW103,semester2,44.6,2,0.3,25.4,2,0.23,47.5,0.9,,37.0,Fail,1
a4048854,SYN100814,2021,1,Law,LAW104,semester1,48.1,1,0.36,38.1,2,0.27,62.3,0.88,,64.7,Fail,1
744a3934,SYN100814,2021,1,Law,LAW105,semester1,45.5,4,0.55,30.0,2,0.43,45.5,0.82,,37.8,Fail,1
a1699e9b,SYN100815,2021,1,Engineering,ENG101,semester2,59.0,7,0.56,20.8,10,0.37,72.3,0.73,,25.2,Fail,1
bcc5ea63,SYN100815,2021,1,Engineering,ENG102,semester1,57.9,7,0.62,40.2,5,0.48,57.2,0.8,,76.3,Pass,0
9adcdff8,SYN100815,2021,1,Engineering,ENG103,semester2,39.0,6,0.27,32.7,6,0.26,71.1,0.98,,78.3,Pass,0
38020f3d,SYN100815,2021,1,Engineering,ENG104,semester1,47.2,7,0.45,38.2,8,0.38,47.5,0.9,,69.9,Pass,0
98c59bf0,SYN100815,2021,1,Engineering,ENG105,semester1,50.5,5,0.66,44.7,2,0.62,57.2,0.94,,76.6,Pass,0
f2eac5ab,SYN100815,2022,2,Engineering,ENG201,semester1,36.2,4,0.39,42.0,7,0.39,49.9,1.0,40.3,40.0,Fail,1
8c96c31b,SYN100815,2022,2,Engineering,ENG202,year,45.0,5,0.44,40.8,2,0.44,67.0,1.0,,22.6,Fail,1
aba92f63,SYN100815,2022,2,Engineering,ENG203,semester2,40.0,1,0.26,25.6,2,0.17,62.2,0.87,67.0,70.7,Pass,0
01ac372c,SYN100815,2022,2,Engineering,ENG204,semester2,69.4,6,0.79,64.0,4,0.79,49.0,1.0,51.2,100.0,Pass,0
3d01eb4b,SYN100815,2022,2,Engineering,ENG205,semester2,33.9,2,0.32,39.0,5,0.32,68.2,1.0,57.8,53.8,Fail,1
7dfc0e32,SYN100816,2021,1,Commerce,COM101,year,69.7,4,0.48,86.3,7,0.46,63.9,0.96,,95.4,Pass,0
14d03dc3,SYN100816,2021,1,Commerce,COM102,semester1,52.8,1,0.49,59.1,1,0.49,56.6,1.0,,96.1,Pass,0
e8b554b3,SYN100816,2021,1,Commerce,COM103,semester1,88.5,9,0.74,87.1,12,0.7,75.4,0.94,,100.0,Pass,0
94120dd9,SYN100816,2021,1,Commerce,COM104,semester1,81.7,9,0.81,90.3,7,0.81,70.3,1.0,,79.1,Pass,0
94fc8a5e,SYN100816,2021,1,Commerce,COM105,semester1,62.5,7,0.53,48.8,7,0.49,75.1,0.94,,98.6,Pass,0
ed6f556f,SYN100817,2023,1,Humanities,HUM101,semester1,55.3,2,0.63,45.0,5,0.55,44.6,0.89,,51.4,Fail,1
e15ff072,SYN100817,2023,1,Humanities,HUM102,semester2,66.8,6,0.6,40.9,4,0.45,68.5,0.78,,81.9,Pass,0
7139180c,SYN100817,2023,1,Humanities,HUM103,year,99.9,6,0.55,82.5,7,0.45,63.2,0.85,,100.0,Pass,0
9f7cc202,SYN100817,2023,1,Humanities,HUM104,semester2,39.7,2,0.36,43.9,4,0.32,63.8,0.94,,84.7,Pass,0
1e63c7d2,SYN100817,2023,1,Humanities,HUM105,semester1,61.6,7,0.47,32.0,7,0.24,45.6,0.67,,73.4,Pass,0
f5e3ee4e,SYN100818,2022,1,Commerce,COM101,semester1,68.5,5,0.5,66.4,7,0.5,79.6,1.0,,35.8,Fail,1
bbb22f73,SYN100818,2022,1,Commerce,COM102,semester2,84.0,5,0.66,69.8,7,0.59,61.3,0.9,,90.5,Pass,0
6ea5d0da,SYN100818,2022,1,Commerce,COM103,semester2,64.4,10,0.43,52.8,8,0.38,71.2,0.94,,86.1,Pass,0
c8f0a080,SYN100818,2022,1,Commerce,COM104,semester2,56.9,7,0.54,49.6,4,0.52,55.9,0.96,,43.3,Fail,1
ac4326e2,SYN100818,2022,1,Commerce,COM105,semester1,76.7,10,0.74,52.5,13,0.66,74.3,0.87,,77.3,Pass,0
70d31aa3,SYN100818,2023,2,Commerce,COM201,semester1,40.5,2,0.2,1.2,5,0.0,50.5,0.67,,40.8,Fail,1
01798ce8,SYN100818,2023,2,Commerce,COM202,semester1,22.3,5,0.24,0.0,8,0.04,28.3,0.71,55.3,35.0,Fail,1
687dbf8f,SYN100818,2023,2,Commerce,COM203,year,43.9,3,0.29,20.9,4,0.16,44.4,0.81,,38.2,Fail,1
000ceb9f,SYN100818,2023,2,Commerce,COM204,semester1,28.4,0,0.23,3.1,0,0.09,34.0,0.8,35.8,36.7,Fail,1
f7619a91,SYN100818,2023,2,Commerce,COM205,semester1,33.2,0,0.34,28.5,3,0.26,44.4,0.89,42.5,26.2,Fail,1
a9c22795,SYN100819,2023,1,Science,SCI101,semester1,52.5,5,0.37,26.7,7,0.15,59.1,0.68,,53.8,Fail,1
2fa994c2,SYN100819,2023,1,Science,SCI102,semester1,32.2,4,0.4,19.2,5,0.33,60.0,0.89,,61.1,Pass,0
14498a74,SYN100819,2023,1,Science,SCI103,semester2,27.5,4,0.19,20.2,3,0.19,53.7,1.0,,73.9,Pass,0
0c0b6483,SYN100819,2023,1,Science,SCI104,year,55.0,3,0.41,36.9,6,0.29,57.2,0.82,,59.7,Pass,0
d4456cab,SYN100819,2023,1,Science,SCI105,year,55.1,2,0.54,36.9,5,0.44,43.6,0.86,,71.0,Pass,0
bb80ea04,SYN100819,2024,2,Science,SCI201,semester1,30.2,1,0.32,1.2,0,0.17,55.2,0.78,,51.2,Pass,0
71d5711e,SYN100819,2024,2,Science,SCI202,semester2,60.5,4,0.62,52.3,5,0.5,58.9,0.82,48.3,78.2,Pass,0
e68d42e8,SYN100819,2024,2,Science,SCI203,semester1,45.5,0,0.34,26.6,0,0.2,43.5,0.8,54.2,20.3,Fail,1
1d7b1963,SYN100819,2024,2,Science,SCI204,semester1,35.8,3,0.31,7.9,5,0.15,43.6,0.78,62.9,77.2,Pass,0
cd103be2,SYN100819,2024,2,Science,SCI205,year,60.4,2,0.56,57.3,0,0.45,35.7,0.84,48.5,35.9,Fail,1
e61a6abe,SYN100819,2025,3,Science,SCI301,semester2,68.3,9,0.52,39.9,6,0.42,41.2,0.86,57.5,67.6,Pass,0
269b3f6e,SYN100819,2025,3,Science,SCI302,semester2,46.9,6,0.69,40.6,5,0.65,56.3,0.94,53.6,47.0,Fail,1
3c14e5bb,SYN100819,2025,3,Science,SCI303,semester2,46.9,1,0.4,31.0,1,0.4,48.2,1.0,85.5,83.0,Pass,0
d76786a7,SYN100819,2025,3,Science,SCI304,semester1,48.8,4,0.48,47.3,5,0.48,38.2,1.0,74.8,46.0,Fail,1
b1ce8de1,SYN100820,2021,1,Engineering,ENG101,semester2,53.9,2,0.45,57.3,3,0.45,56.5,1.0,,93.2,Pass,0
4e7d4de3,SYN100820,2021,1,Engineering,ENG102,semester2,20.4,1,0.22,3.5,1,0.14,60.0,0.89,,65.1,Pass,0
5856152a,SYN100820,2021,1,Engineering,ENG103,year,55.7,4,0.5,51.6,3,0.46,64.7,0.94,,94.3,Pass,0
c2c1c5fe,SYN100820,2021,1,Engineering,ENG104,semester2,52.0,8,0.72,62.9,10,0.72,63.6,1.0,,85.5,Pass,0
da6350fa,SYN100820,2021,1,Engineering,ENG105,semester2,46.6,3,0.55,40.4,2,0.52,56.8,0.96,,86.6,Pass,0
722ff23d,SYN100820,2022,2,Engineering,ENG201,semester2,61.1,9,0.57,60.6,8,0.5,77.4,0.91,72.5,88.7,Pass,0
3b296951,SYN100820,2022,2,Engineering,ENG202,semester1,70.9,2,0.74,64.7,5,0.68,55.7,0.91,100.0,100.0,Pass,0
bc951758,SYN100820,2022,2,Engineering,ENG203,semester1,86.7,6,0.75,84.4,4,0.75,68.7,1.0,71.8,89.8,Pass,0
dbfdbe1c,SYN100820,2022,2,Engineering,ENG204,semester1,74.9,6,0.61,72.6,7,0.61,71.9,1.0,74.9,94.8,Pass,0
bb00bb24,SYN100820,2022,2,Engineering,ENG205,semester2,79.2,7,0.75,78.0,9,0.75,71.4,1.0,,86.2,Pass,0
3e5cba3f,SYN100820,2023,3,Engineering,ENG301,semester1,65.3,8,0.59,55.9,8,0.54,46.4,0.93,41.4,86.7,Pass,0
e85cb7d6,SYN100820,2023,3,Engineering,ENG302,semester1,34.3,5,0.53,20.2,5,0.39,39.6,0.8,,59.7,Pass,0
7b997e77,SYN100820,2023,3,Engineering,ENG303,semester1,58.3,7,0.7,30.0,5,0.43,42.7,0.61,60.4,49.5,Pass,0
a2ee7f9a,SYN100820,2023,3,Engineering,ENG304,year,38.3,2,0.48,25.4,1,0.38,41.9,0.86,44.3,14.4,Fail,1
4da2943e,SYN100820,2024,4,Engineering,ENG401,semester1,40.6,1,0.5,25.6,0,0.41,48.5,0.87,69.5,42.4,Fail,1
84912379,SYN100820,2024,4,Engineering,ENG402,semester2,53.1,5,0.62,36.2,4,0.54,33.7,0.88,68.7,28.9,Fail,1
a50efad7,SYN100820,2024,4,Engineering,ENG403,semester1,38.4,2,0.52,16.4,3,0.37,51.0,0.79,,36.6,Fail,1
26035d6b,SYN100820,2025,5,Engineering,ENG401,semester1,47.8,9,0.53,15.8,11,0.35,28.9,0.75,54.1,40.0,Fail,1
aa0a24a7,SYN100820,2025,5,Engineering,ENG402,semester2,38.8,0,0.41,14.2,0,0.31,41.7,0.87,31.1,60.6,Fail,1
e9536359,SYN100820,2025,5,Engineering,ENG403,semester2,55.2,4,0.4,43.1,6,0.27,45.9,0.82,,32.5,Fail,1
77b5c121,SYN100820,2026,6,Engineering,ENG401,semester2,64.7,2,0.51,66.3,5,0.49,62.8,0.97,77.7,43.7,Fail,1
76033910,SYN100820,2026,6,Engineering,ENG402,semester2,64.3,7,0.49,57.1,5,0.41,66.9,0.89,51.8,92.7,Pass,0
91de2f25,SYN100820,2026,6,Engineering,ENG403,year,56.5,5,0.63,39.7,3,0.51,61.2,0.83,,26.0,Fail,1
749823df,SYN100821,2023,1,Science,SCI101,semester2,63.2,11,0.53,59.1,13,0.5,62.0,0.97,,82.5,Pass,0
bf510c0e,SYN100821,2023,1,Science,SCI102,semester1,66.1,7,0.52,67.4,8,0.52,73.5,1.0,,83.9,Pass,0
b90295c2,SYN100821,2023,1,Science,SCI103,semester1,64.2,8,0.58,43.4,10,0.45,45.0,0.82,,86.8,Pass,0
527fee5a,SYN100821,2023,1,Science,SCI104,semester2,48.4,7,0.45,33.1,7,0.43,77.3,0.96,,86.1,Pass,0
2c3eff12,SYN100821,2023,1,Science,SCI105,semester1,97.9,8,0.86,92.6,9,0.81,80.8,0.93,,41.9,Fail,1
ef1cd452,SYN100821,2024,2,Science,SCI201,semester1,52.7,4,0.63,60.0,4,0.63,38.9,1.0,69.8,48.6,Fail,1
70a28a8c,SYN100821,2024,2,Science,SCI202,semester2,49.1,7,0.47,37.5,7,0.4,69.9,0.91,54.8,82.3,Pass,0
36e0e044,SYN100821,2024,2,Science,SCI203,semester1,56.0,6,0.45,53.9,7,0.43,82.2,0.97,50.9,49.1,Fail,1
2dea4dfc,SYN100821,2024,2,Science,SCI204,semester1,61.9,8,0.57,51.2,9,0.57,40.1,1.0,72.7,27.2,Fail,1
5634b60b,SYN100821,2024,2,Science,SCI205,semester2,70.5,7,0.55,60.0,9,0.49,77.6,0.91,84.9,28.7,Fail,1
a292740b,SYN100822,2021,1,Law,LAW101,semester2,54.4,4,0.56,40.7,6,0.53,58.2,0.96,,82.7,Pass,0
7e45a16b,SYN100822,2021,1,Law,LAW102,semester1,72.1,14,0.71,69.8,15,0.67,44.9,0.94,,73.7,Pass,0
4d4ac39b,SYN100822,2021,1,Law,LAW103,semester1,49.7,3,0.56,47.2,0,0.56,47.1,1.0,,33.7,Fail,1
a5e0ae50,SYN100822,2021,1,Law,LAW104,semester1,66.1,4,0.7,61.8,7,0.68,67.5,0.98,,47.3,Fail,1
97dcb83a,SYN100822,2021,1,Law,LAW105,semester1,52.7,3,0.34,41.8,3,0.32,52.3,0.97,,53.2,Fail,1
2b0dbd83,SYN100823,2022,1,Engineering,ENG101,semester2,47.8,3,0.53,42.7,4,0.52,30.1,0.98,,53.1,Fail,1
b0719eec,SYN100823,2022,1,Engineering,ENG102,semester1,47.4,1,0.23,38.7,1,0.16,56.4,0.9,,48.4,Fail,1
70d98ea3,SYN100823,2022,1,Engineering,ENG103,semester2,52.7,4,0.64,53.9,1,0.55,45.9,0.87,,28.2,Fail,1
5920615b,SYN100823,2022,1,Engineering,ENG104,semester2,53.3,6,0.3,59.1,5,0.3,70.8,1.0,,35.4,Fail,1
85aaef9c,SYN100823,2022,1,Engineering,ENG105,semester2,73.9,8,0.65,70.2,9,0.65,60.5,1.0,,77.4,Pass,0
579e9daa,SYN100824,2022,1,Science,SCI101,semester2,51.1,3,0.27,47.3,6,0.16,51.2,0.84,,19.3,Fail,1
10667b0f,SYN100824,2022,1,Science,SCI102,semester2,37.5,4,0.28,18.0,2,0.15,52.0,0.82,,7.3,Fail,1
a73dc105,SYN100824,2022,1,Science,SCI103,semester2,35.1,5,0.42,10.1,4,0.24,57.3,0.74,,58.5,Pass,0
e28f128a,SYN100824,2022,1,Science,SCI104,semester2,45.5,3,0.34,40.8,3,0.3,45.0,0.94,,16.2,Fail,1
5561b267,SYN100824,2022,1,Science,SCI105,semester1,66.1,12,0.45,49.4,14,0.35,47.9,0.85,,91.4,Pass,0
a4a904fc,SYN100824,2023,2,Science,SCI201,semester2,40.6,5,0.16,28.9,6,0.09,51.7,0.91,48.6,45.7,Fail,1
7b8bdee3,SYN100824,2023,2,Science,SCI202,semester1,48.0,7,0.39,29.6,7,0.32,47.4,0.9,64.6,66.7,Pass,0
fb157d24,SYN100824,2023,2,Science,SCI203,semester2,39.7,1,0.42,33.7,0,0.29,46.3,0.81,41.6,86.6,Pass,0
29011190,SYN100824,2023,2,Science,SCI204,semester1,24.5,6,0.39,12.0,5,0.3,46.7,0.87,62.6,69.5,Pass,0
f80689f1,SYN100824,2023,2,Science,SCI205,semester2,68.1,4,0.6,49.0,5,0.48,33.7,0.83,47.4,40.6,Fail,1
c8108d27,SYN100824,2024,3,Science,SCI301,semester2,53.9,6,0.59,42.6,3,0.59,47.3,1.0,55.6,73.0,Pass,0
fe686017,SYN100824,2024,3,Science,SCI302,year,71.9,6,0.52,75.9,6,0.52,46.8,1.0,70.9,86.1,Pass,0
8539aa0d,SYN100824,2024,3,Science,SCI303,year,34.2,5,0.26,12.4,6,0.17,54.1,0.88,,77.9,Pass,0
7123f1f4,SYN100824,2024,3,Science,SCI304,semester1,59.4,3,0.77,52.7,5,0.73,41.7,0.93,77.4,79.5,Pass,0
017a1314,SYN100825,2022,1,Health Sciences,HEA101,semester1,68.7,4,0.61,56.5,3,0.47,61.0,0.79,,91.7,Pass,0
93fcce5c,SYN100825,2022,1,Health Sciences,HEA102,semester2,68.4,3,0.8,67.3,2,0.71,58.9,0.88,,93.7,Pass,0
fe5875bd,SYN100825,2022,1,Health Sciences,HEA103,year,96.5,7,0.61,87.5,5,0.58,51.7,0.96,,83.1,Pass,0
ad757606,SYN100825,2022,1,Health Sciences,HEA104,semester2,65.4,3,0.6,61.5,0,0.56,59.1,0.93,,87.7,Pass,0
2e4d3c52,SYN100825,2022,1,Health Sciences,HEA105,semester2,57.1,8,0.64,42.2,11,0.59,80.2,0.93,,87.2,Pass,0
f69df6c6,SYN100825,2023,2,Health Sciences,HEA201,semester2,79.8,2,0.74,73.0,5,0.72,89.4,0.97,,100.0,Pass,0
117fe41a,SYN100825,2023,2,Health Sciences,HEA202,semester2,71.1,3,0.66,69.8,6,0.56,71.8,0.86,46.1,98.0,Pass,0
8a648900,SYN100825,2023,2,Health Sciences,HEA203,semester1,88.6,4,0.65,88.8,6,0.65,68.7,1.0,59.6,92.2,Pass,0
1465c8d9,SYN100825,2023,2,Health Sciences,HEA204,semester1,62.6,3,0.42,54.1,4,0.34,67.7,0.89,66.2,96.6,Pass,0
4f9a824d,SYN100825,2023,2,Health Sciences,HEA205,year,99.2,9,0.78,100.0,6,0.78,72.1,1.0,73.9,93.8,Pass,0
ad81a89e,SYN100825,2024,3,Health Sciences,HEA301,semester1,55.7,3,0.39,36.3,3,0.31,54.0,0.89,57.3,70.4,Pass,0
9ea45cc9,SYN100825,2024,3,Health Sciences,HEA302,semester1,82.5,15,0.87,82.9,14,0.87,55.9,1.0,68.8,91.1,Pass,0
734b79bd,SYN100825,2024,3,Health Sciences,HEA303,semester1,33.8,1,0.42,29.7,4,0.34,55.4,0.89,58.8,86.1,Pass,0
2cf98fe1,SYN100825,2024,3,Health Sciences,HEA304,semester2,38.4,0,0.38,28.9,0,0.29,72.1,0.87,56.4,48.6,Fail,1
e93fef19,SYN100825,2025,4,Health Sciences,HEA401,semester2,29.1,2,0.35,23.0,0,0.28,77.9,0.91,74.4,98.2,Pass,0
9d0161ef,SYN100825,2025,4,Health Sciences,HEA402,semester1,74.1,6,0.81,64.1,7,0.8,41.2,0.99,70.7,36.5,Fail,1
9093b5c5,SYN100825,2025,4,Health Sciences,HEA403,semester1,67.1,2,0.61,57.7,5,0.52,64.3,0.88,73.5,92.0,Pass,0
152ec22e,SYN100826,2023,1,Humanities,HUM101,semester2,36.6,4,0.3,40.9,3,0.3,59.1,0.99,,73.2,Pass,0
1c99c324,SYN100826,2023,1,Humanities,HUM102,semester1,73.3,4,0.51,73.0,5,0.51,66.2,1.0,,96.0,Pass,0
c668cfc4,SYN100826,2023,1,Humanities,HUM103,semester1,61.2,3,0.43,42.4,4,0.37,57.3,0.91,,30.6,Fail,1
3c306c03,SYN100826,2023,1,Humanities,HUM104,semester1,36.9,2,0.46,24.3,2,0.42,43.5,0.94,,51.3,Pass,0
351319ae,SYN100826,2023,1,Humanities,HUM105,semester1,42.4,2,0.43,12.8,0,0.22,51.4,0.7,,98.5,Pass,0
f6a55f30,SYN100826,2024,2,Humanities,HUM201,semester1,25.7,6,0.28,11.1,6,0.15,51.2,0.81,49.5,84.0,Pass,0
bedfcd69,SYN100826,2024,2,Humanities,HUM202,semester1,22.9,1,0.31,6.6,1,0.22,30.8,0.87,35.5,47.1,Fail,1
f17c06fa,SYN100826,2024,2,Humanities,HUM203,semester2,49.0,3,0.36,38.0,4,0.28,58.0,0.89,53.2,25.3,Fail,1
b2be2d42,SYN100826,2024,2,Humanities,HUM204,semester1,54.8,4,0.44,30.9,1,0.36,35.8,0.89,16.6,34.3,Fail,1
c18fc607,SYN100826,2024,2,Humanities,HUM205,semester2,31.5,3,0.22,36.1,2,0.18,42.0,0.95,,41.3,Fail,1
9fe4fdbf,SYN100827,2021,1,Engineering,ENG101,semester1,28.4,3,0.43,5.9,4,0.32,52.9,0.84,,31.0,Fail,1
52b6ee16,SYN100827,2021,1,Engineering,ENG102,semester1,60.8,3,0.38,40.2,3,0.27,48.6,0.85,,25.2,Fail,1
63259cc1,SYN100827,2021,1,Engineering,ENG103,semester2,14.7,1,0.1,0.0,3,0.03,30.0,0.9,,49.4,Fail,1
74f7b0bb,SYN100827,2021,1,Engineering,ENG104,semester1,3.6,1,0.25,0.0,0,0.1,66.5,0.79,,54.7,Pass,0
efb02b0c,SYN100827,2021,1,Engineering,ENG105,semester1,27.3,2,0.4,30.9,5,0.36,38.5,0.94,,40.9,Fail,1
3e906e88,SYN100828,2021,1,Science,SCI101,year,49.1,2,0.31,32.2,2,0.23,33.7,0.88,,54.8,Pass,0
6ee6df9d,SYN100828,2021,1,Science,SCI102,semester2,54.8,5,0.38,54.0,7,0.36,45.0,0.97,,30.4,Fail,1
40efc20c,SYN100828,2021,1,Science,SCI103,year,49.9,5,0.54,36.8,7,0.42,47.0,0.83,,21.9,Fail,1
742aa719,SYN100828,2021,1,Science,SCI104,semester2,52.5,4,0.49,38.1,5,0.4,31.1,0.88,,74.5,Pass,0
2dd7de34,SYN100828,2021,1,Science,SCI105,semester2,48.0,1,0.43,39.1,3,0.38,40.4,0.92,,24.6,Fail,1
52d4d2ca,SYN100828,2022,2,Science,SCI201,semester2,37.4,5,0.35,24.9,4,0.29,61.6,0.9,74.4,85.3,Pass,0
22e4c59c,SYN100828,2022,2,Science,SCI202,semester2,40.4,3,0.31,31.5,5,0.22,31.3,0.86,,71.2,Pass,0
a50a1db3,SYN100828,2022,2,Science,SCI203,semester2,19.2,2,0.42,9.5,1,0.41,67.6,0.98,54.2,44.9,Fail,1
2b192f56,SYN100828,2022,2,Science,SCI204,semester2,29.8,7,0.0,0.0,6,0.0,50.6,0.68,49.8,44.7,Fail,1
5a379a13,SYN100828,2022,2,Science,SCI205,semester2,58.1,2,0.47,41.9,0,0.39,43.6,0.89,,69.7,Pass,0
87c468e0,SYN100828,2023,3,Science,SCI301,semester2,38.5,5,0.7,20.1,4,0.61,52.0,0.87,81.4,26.4,Fail,1
4dd14c4b,SYN100828,2023,3,Science,SCI302,semester1,45.0,3,0.44,40.0,4,0.41,45.4,0.97,78.9,98.1,Pass,0
9e5121ea,SYN100828,2023,3,Science,SCI303,semester1,54.5,3,0.42,66.1,5,0.42,60.0,1.0,75.6,46.7,Fail,1
e8c3c99f,SYN100828,2023,3,Science,SCI304,semester1,63.4,6,0.55,58.1,6,0.55,72.9,1.0,93.4,91.8,Pass,0
0c8c5464,SYN100828,2024,4,Science,SCI401,year,36.7,4,0.25,29.2,6,0.25,43.3,0.99,65.9,51.5,Fail,1
7f72b9a1,SYN100828,2024,4,Science,SCI402,semester2,57.9,9,0.4,43.7,8,0.28,38.6,0.83,,16.8,Fail,1
cbc505a7,SYN100828,2024,4,Science,SCI403,semester2,32.8,1,0.36,10.4,0,0.22,40.5,0.8,40.9,42.5,Fail,1
d13080a7,SYN100829,2023,1,Commerce,COM101,semester1,77.7,7,1.0,68.1,8,0.86,45.8,0.8,,100.0,Pass,0
91f7c541,SYN100829,2023,1,Commerce,COM102,semester2,67.3,7,0.66,74.9,5,0.66,67.3,1.0,,100.0,Pass,0
453a28d7,SYN100829,2023,1,Commerce,COM103,semester2,53.3,3,0.7,53.3,3,0.63,64.8,0.89,,80.1,Pass,0
ab1d0f2f,SYN100829,2023,1,Commerce,COM104,semester2,72.6,6,0.65,61.6,5,0.62,59.5,0.95,,38.4,Fail,1
d1d7d18a,SYN100829,2023,1,Commerce,COM105,semester1,64.2,8,0.7,60.8,10,0.68,61.3,0.97,,95.3,Pass,0
8ae8148a,SYN100829,2024,2,Commerce,COM201,semester1,53.7,1,0.46,62.1,0,0.46,51.0,1.0,58.2,75.3,Pass,0
4aec750b,SYN100829,2024,2,Commerce,COM202,year,37.6,3,0.49,14.8,2,0.4,62.8,0.86,66.9,32.8,Fail,1
34feed13,SYN100829,2024,2,Commerce,COM203,semester1,54.8,5,0.62,55.7,6,0.57,49.6,0.93,,87.7,Pass,0
ac83387e,SYN100829,2024,2,Commerce,COM204,semester1,60.6,8,0.67,58.7,10,0.64,64.2,0.95,63.5,36.4,Fail,1
6f73ccd3,SYN100829,2024,2,Commerce,COM205,semester1,53.0,2,0.43,27.2,2,0.29,47.6,0.8,69.2,28.3,Fail,1
4191f7e5,SYN100830,2021,1,Science,SCI101,year,26.4,6,0.48,14.9,5,0.43,61.2,0.92,,61.4,Pass,0
62d0884f,SYN100830,2021,1,Science,SCI102,year,26.7,2,0.4,0.0,2,0.19,36.7,0.71,,37.4,Fail,1
5394e98d,SYN100830,2021,1,Science,SCI103,semester1,54.8,3,0.45,22.0,6,0.29,68.8,0.77,,53.2,Fail,1
34d516a4,SYN100830,2021,1,Science,SCI104,semester1,32.4,6,0.3,13.0,3,0.23,25.7,0.9,,29.6,Fail,1
7dcbe394,SYN100830,2021,1,Science,SCI105,year,53.0,1,0.34,28.2,4,0.23,42.8,0.85,,39.3,Fail,1
ea2fd8fc,SYN100830,2022,2,Science,SCI201,semester2,24.4,2,0.42,18.8,4,0.36,27.2,0.91,49.2,32.8,Fail,1
7980b0a3,SYN100830,2022,2,Science,SCI202,semester1,59.5,6,0.5,50.1,3,0.36,46.6,0.8,63.7,48.2,Pass,0
1774c329,SYN100830,2022,2,Science,SCI203,semester2,45.3,2,0.34,42.3,3,0.28,56.8,0.92,38.2,30.4,Fail,1
c37663d2,SYN100830,2022,2,Science,SCI204,semester2,16.1,2,0.28,2.8,0,0.13,44.8,0.79,39.0,31.1,Fail,1
49107bbe,SYN100830,2022,2,Science,SCI205,semester1,60.1,4,0.69,58.3,5,0.69,45.0,0.99,,21.0,Fail,1
8a6ece19,SYN100830,2023,3,Science,SCI301,semester2,57.3,6,0.45,35.1,9,0.33,64.6,0.82,51.1,31.1,Fail,1
751487ae,SYN100830,2023,3,Science,SCI302,semester1,46.4,2,0.34,41.6,5,0.3,58.9,0.94,68.9,41.6,Fail,1
87491b94,SYN100830,2023,3,Science,SCI303,semester1,39.5,5,0.57,16.1,3,0.46,45.0,0.85,,18.4,Fail,1
24b9eb52,SYN100830,2023,3,Science,SCI304,semester1,75.0,5,0.78,70.7,8,0.73,29.1,0.93,43.3,39.1,Fail,1
f3c6daf8,SYN100831,2022,1,Humanities,HUM101,year,90.1,6,0.92,78.7,3,0.84,91.8,0.89,,80.7,Pass,0
8d0330c7,SYN100831,2022,1,Humanities,HUM102,semester2,100.0,8,1.0,86.6,9,0.93,86.2,0.9,,100.0,Pass,0
0bdd9357,SYN100831,2022,1,Humanities,HUM103,semester2,77.8,3,0.94,76.8,2,0.94,99.8,1.0,,91.9,Pass,0
af891db3,SYN100831,2022,1,Humanities,HUM104,semester2,87.4,8,0.85,84.1,8,0.85,86.5,1.0,,97.9,Pass,0
